user,item,ranks,norm_ranks,test_year
1389,12915,,,2010
1389,14265,,,2010
1389,159,23.0,21.0,2010
1390,14267,,,2010
1390,14269,,,2010
1393,14295,,,2010
1393,14289,,,2010
1393,14292,,,2010
1393,2667,98.0,98.0,2010
1393,7522,,,2010
1393,11031,,,2010
1393,1315,150.0,149.0,2010
1394,67,5.0,5.0,2010
1394,1243,246.0,245.0,2010
1394,1400,203.0,202.0,2010
1394,167,239.0,237.0,2010
1394,292,10.0,9.0,2010
1394,546,122.0,120.0,2010
1394,703,492.0,486.0,2010
1394,980,1359.0,1352.0,2010
1394,89,6.0,5.0,2010
1396,868,59.0,59.0,2010
1396,918,65.0,64.0,2010
1396,917,22.0,22.0,2010
1396,706,68.0,65.0,2010
1396,854,131.0,127.0,2010
1396,735,107.0,103.0,2010
1396,1337,,,2010
1396,1527,405.0,399.0,2010
1396,3780,2841.0,2834.0,2010
1396,843,146.0,140.0,2010
1396,841,139.0,133.0,2010
1396,1358,120.0,115.0,2010
1396,1360,177.0,168.0,2010
1396,707,20.0,20.0,2010
1396,234,46.0,44.0,2010
1396,2347,460.0,447.0,2010
1396,1257,3065.0,3050.0,2010
1396,1660,2065.0,2051.0,2010
1396,1531,,,2010
1396,1528,1058.0,1044.0,2010
1396,163,18.0,18.0,2010
1396,2855,842.0,827.0,2010
1396,3470,568.0,553.0,2010
1396,7421,,,2010
1396,7422,,,2010
1396,9344,1367.0,1349.0,2010
1396,9818,2179.0,2159.0,2010
1396,2013,1194.0,1176.0,2010
1396,1526,1959.0,1939.0,2010
1396,1344,3879.0,3854.0,2010
1396,1412,33.0,30.0,2010
1396,1372,151.0,138.0,2010
1396,1369,58.0,53.0,2010
1396,1364,788.0,769.0,2010
1396,14304,,,2010
1396,1249,78.0,69.0,2010
1396,947,932.0,910.0,2010
1396,856,372.0,355.0,2010
1396,855,2900.0,2869.0,2010
1396,732,226.0,209.0,2010
1396,724,278.0,260.0,2010
1396,614,53.0,48.0,2010
1396,436,98.0,87.0,2010
1396,1426,486.0,462.0,2010
1396,14305,,,2010
1396,949,191.0,172.0,2010
1399,89,6.0,6.0,2010
1401,349,319.0,319.0,2010
1402,99,137.0,137.0,2010
1402,163,18.0,18.0,2010
1402,436,98.0,97.0,2010
1402,863,208.0,205.0,2010
1402,1426,486.0,482.0,2010
1402,1504,128.0,126.0,2010
1402,1639,102.0,100.0,2010
1402,1806,780.0,773.0,2010
1402,159,23.0,22.0,2010
1402,1369,58.0,56.0,2010
1407,533,93.0,93.0,2010
1407,851,599.0,598.0,2010
1408,172,106.0,106.0,2010
1408,187,45.0,45.0,2010
1408,961,211.0,209.0,2010
1408,6632,,,2010
1408,14374,,,2010
1410,458,3345.0,3345.0,2010
1410,461,82.0,82.0,2010
1410,300,35.0,35.0,2010
1410,344,83.0,81.0,2010
1413,289,1.0,1.0,2010
1416,231,500.0,500.0,2010
1418,333,748.0,748.0,2010
1418,377,37.0,37.0,2010
1418,536,312.0,311.0,2010
1424,3026,2055.0,2055.0,2010
1426,14494,,,2010
1426,14492,,,2010
1426,5390,,,2010
1426,14480,,,2010
1426,892,261.0,261.0,2010
1426,1220,,,2010
1426,3611,2320.0,2319.0,2010
1426,14489,,,2010
1426,7681,,,2010
1426,10543,,,2010
1426,14479,,,2010
1426,10630,,,2010
1426,5375,,,2010
1426,8560,,,2010
1426,14487,,,2010
1426,2902,4802.0,4800.0,2010
1426,14499,,,2010
1426,14483,,,2010
1426,14486,,,2010
1426,14501,,,2010
1426,1244,1754.0,1753.0,2010
1426,14089,,,2010
1427,429,27.0,27.0,2010
1427,3889,,,2010
1427,2459,457.0,456.0,2010
1427,14509,,,2010
1427,51,433.0,432.0,2010
1427,1225,1798.0,1795.0,2010
1428,207,15.0,15.0,2010
1428,234,46.0,45.0,2010
1428,316,136.0,134.0,2010
1428,333,9.0,9.0,2010
1428,383,348.0,344.0,2010
1428,562,144.0,140.0,2010
1428,714,517.0,511.0,2010
1428,841,139.0,135.0,2010
1428,1360,177.0,171.0,2010
1428,1406,219.0,212.0,2010
1428,4156,2444.0,2434.0,2010
1431,714,33.0,33.0,2010
1435,14545,,,2010
1437,65,11.0,11.0,2010
1437,2984,3215.0,3214.0,2010
1437,1860,1980.0,1979.0,2010
1437,903,62.0,61.0,2010
1437,542,169.0,167.0,2010
1437,475,86.0,84.0,2010
1437,3173,470.0,466.0,2010
1437,377,28.0,27.0,2010
1437,466,297.0,292.0,2010
1437,328,960.0,953.0,2010
1437,306,125.0,121.0,2010
1437,300,35.0,33.0,2010
1437,295,12.0,11.0,2010
1437,288,14.0,12.0,2010
1437,89,6.0,6.0,2010
1437,349,31.0,26.0,2010
1437,4561,,,2010
1437,461,82.0,74.0,2010
1437,468,540.0,526.0,2010
1437,481,161.0,150.0,2010
1437,498,7.0,6.0,2010
1437,1681,3390.0,3370.0,2010
1437,289,1.0,1.0,2010
1440,257,136.0,136.0,2010
1440,14576,,,2010
1440,14575,,,2010
1440,14571,,,2010
1440,14570,,,2010
1440,14569,,,2010
1440,14568,,,2010
1440,14567,,,2010
1440,11764,,,2010
1440,10460,,,2010
1440,9170,,,2010
1440,7452,,,2010
1440,7094,,,2010
1440,6713,,,2010
1440,6706,1097.0,1096.0,2010
1440,4869,,,2010
1440,3393,,,2010
1440,3380,,,2010
1440,3376,885.0,884.0,2010
1440,3182,,,2010
1440,1763,3177.0,3174.0,2010
1440,701,96.0,96.0,2010
1440,378,1010.0,1007.0,2010
1440,316,2339.0,2334.0,2010
1440,283,1152.0,1147.0,2010
1440,265,2827.0,2820.0,2010
1440,261,195.0,193.0,2010
1440,14578,,,2010
1440,14579,,,2010
1440,3383,,,2010
1440,3741,,,2010
1440,1755,1424.0,1417.0,2010
1441,227,3.0,3.0,2010
1441,424,50.0,49.0,2010
1441,425,77.0,75.0,2010
1441,689,409.0,406.0,2010
1442,1982,2947.0,2947.0,2010
1442,805,2119.0,2119.0,2010
1443,14584,,,2010
1447,300,35.0,35.0,2010
1452,325,72.0,72.0,2010
1452,1034,703.0,702.0,2010
1452,681,215.0,214.0,2010
1452,10683,,,2010
1452,2981,,,2010
1453,2020,1363.0,1363.0,2010
1453,292,10.0,10.0,2010
1453,289,1.0,1.0,2010
1453,461,82.0,80.0,2010
1453,288,14.0,12.0,2010
1455,157,137.0,137.0,2010
1455,294,12.0,12.0,2010
1455,292,21.0,20.0,2010
1455,1459,34.0,32.0,2010
1455,3575,,,2010
1455,1687,1157.0,1153.0,2010
1455,302,28.0,26.0,2010
1455,547,1792.0,1786.0,2010
1455,679,218.0,213.0,2010
1459,8454,,,2010
1461,679,80.0,80.0,2010
1462,7,116.0,116.0,2010
1462,89,6.0,6.0,2010
1462,234,46.0,45.0,2010
1462,288,14.0,13.0,2010
1462,292,10.0,9.0,2010
1462,295,12.0,10.0,2010
1462,333,9.0,8.0,2010
1462,704,3560.0,3553.0,2010
1462,959,48.0,42.0,2010
1462,1673,3385.0,3377.0,2010
1462,2091,,,2010
1462,3739,729.0,721.0,2010
1462,14663,,,2010
1463,72,2.0,2.0,2010
1463,14680,,,2010
1463,14673,,,2010
1463,14670,,,2010
1463,14668,,,2010
1463,11352,,,2010
1463,9860,1243.0,1242.0,2010
1463,4732,1171.0,1170.0,2010
1463,7694,2971.0,2968.0,2010
1463,3861,,,2010
1463,1897,443.0,442.0,2010
1463,1155,248.0,247.0,2010
1463,4723,,,2010
1463,14672,,,2010
1463,604,573.0,570.0,2010
1463,4731,,,2010
1463,4735,1954.0,1948.0,2010
1463,14683,,,2010
1463,7887,2093.0,2086.0,2010
1463,2037,2416.0,2408.0,2010
1463,14684,,,2010
1464,2605,80.0,80.0,2010
1465,378,204.0,204.0,2010
1469,67,5.0,5.0,2010
1469,154,8.0,7.0,2010
1469,706,68.0,66.0,2010
1471,289,1.0,1.0,2010
1471,295,12.0,11.0,2010
1471,55,30.0,28.0,2010
1471,292,10.0,9.0,2010
1475,332,61.0,61.0,2010
1476,321,319.0,319.0,2010
1476,504,130.0,130.0,2010
1476,1047,150.0,149.0,2010
1477,14755,,,2010
1478,306,33.0,33.0,2010
1478,1034,280.0,279.0,2010
1478,1458,,,2010
1479,4503,,,2010
1479,4948,2361.0,2361.0,2010
1479,45,276.0,276.0,2010
1479,14793,,,2010
1479,14791,,,2010
1479,11865,,,2010
1479,10036,,,2010
1479,8261,,,2010
1479,5310,4260.0,4258.0,2010
1479,4936,,,2010
1479,4002,,,2010
1479,2187,,,2010
1479,14794,,,2010
1479,1540,3003.0,3001.0,2010
1479,1186,334.0,333.0,2010
1479,1155,248.0,248.0,2010
1479,826,4625.0,4619.0,2010
1479,823,979.0,976.0,2010
1479,805,914.0,911.0,2010
1479,779,185.0,185.0,2010
1479,757,220.0,219.0,2010
1479,754,4671.0,4660.0,2010
1479,517,61.0,61.0,2010
1479,489,636.0,630.0,2010
1479,217,57.0,57.0,2010
1479,1192,3749.0,3737.0,2010
1479,14795,,,2010
1481,1186,8.0,8.0,2010
1483,89,6.0,6.0,2010
1483,466,297.0,296.0,2010
1483,486,34.0,33.0,2010
1483,498,7.0,6.0,2010
1483,524,749.0,745.0,2010
1483,930,43.0,40.0,2010
1483,1034,703.0,698.0,2010
1483,1673,3385.0,3378.0,2010
1483,6253,,,2010
1486,868,49.0,49.0,2010
1486,2552,567.0,566.0,2010
1490,500,23.0,23.0,2010
1490,835,,,2010
1491,5149,,,2010
1492,65,11.0,11.0,2010
1492,89,6.0,6.0,2010
1492,190,4.0,4.0,2010
1492,466,297.0,294.0,2010
1492,486,34.0,31.0,2010
1492,498,7.0,5.0,2010
1492,697,404.0,398.0,2010
1492,1379,,,2010
1492,2521,394.0,388.0,2010
1492,5475,3067.0,3059.0,2010
1492,292,10.0,7.0,2010
1492,362,612.0,603.0,2010
1492,378,27.0,22.0,2010
1492,1056,3567.0,3555.0,2010
1492,5038,,,2010
1492,8887,,,2010
1493,12,1508.0,1508.0,2010
1493,2750,,,2010
1493,2763,,,2010
1493,14911,,,2010
1494,207,15.0,15.0,2010
1494,525,89.0,88.0,2010
1495,14931,,,2010
1499,14986,,,2010
1499,14987,,,2010
1501,2429,,,2010
1501,3999,,,2010
1501,8277,,,2010
1501,13431,,,2010
1501,15050,,,2010
1501,845,1402.0,1402.0,2010
1501,1187,,,2010
1501,2579,3325.0,3324.0,2010
1501,15044,,,2010
1503,157,25.0,25.0,2010
1503,292,10.0,10.0,2010
1503,779,185.0,183.0,2010
1503,4316,444.0,441.0,2010
1503,227,3.0,3.0,2010
1503,468,540.0,535.0,2010
1503,547,4796.0,4790.0,2010
1503,89,6.0,5.0,2010
1503,233,26.0,22.0,2010
1503,15072,,,2010
1504,15075,,,2010
1507,15114,,,2010
1507,88,308.0,308.0,2010
1507,4701,,,2010
1507,12751,,,2010
1508,154,8.0,8.0,2010
1508,190,4.0,4.0,2010
1508,203,129.0,127.0,2010
1508,227,3.0,3.0,2010
1508,234,46.0,43.0,2010
1508,436,98.0,94.0,2010
1508,439,111.0,106.0,2010
1508,453,539.0,532.0,2010
1508,1098,29.0,26.0,2010
1508,1244,170.0,162.0,2010
1511,292,65.0,65.0,2010
1515,4491,,,2010
1516,89,6.0,6.0,2010
1516,176,244.0,243.0,2010
1516,220,49.0,48.0,2010
1516,228,69.0,67.0,2010
1516,288,14.0,13.0,2010
1516,289,1.0,1.0,2010
1516,300,35.0,32.0,2010
1516,349,31.0,28.0,2010
1516,701,79.0,72.0,2010
1516,1243,246.0,237.0,2010
1516,2018,829.0,819.0,2010
1516,15158,,,2010
1516,67,5.0,4.0,2010
1516,486,34.0,29.0,2010
1516,679,745.0,733.0,2010
1517,2607,264.0,264.0,2010
1519,1923,,,2010
1519,154,8.0,8.0,2010
1519,190,4.0,4.0,2010
1519,209,36.0,34.0,2010
1519,288,14.0,12.0,2010
1519,486,34.0,31.0,2010
1519,1048,91.0,86.0,2010
1521,15166,,,2010
1522,229,13.0,13.0,2010
1522,1106,497.0,496.0,2010
1522,1155,248.0,247.0,2010
1522,1198,1651.0,1648.0,2010
1522,1246,152.0,151.0,2010
1522,1249,78.0,77.0,2010
1522,1377,301.0,297.0,2010
1522,1398,1515.0,1509.0,2010
1522,7,116.0,114.0,2010
1522,1954,,,2010
1522,2343,115.0,113.0,2010
1522,2600,967.0,959.0,2010
1522,3686,1301.0,1292.0,2010
1522,4387,3829.0,3817.0,2010
1522,6303,,,2010
1522,8678,3318.0,3306.0,2010
1522,1090,63.0,62.0,2010
1522,15171,,,2010
1522,1043,240.0,234.0,2010
1522,951,317.0,308.0,2010
1522,45,276.0,268.0,2010
1522,88,308.0,298.0,2010
1522,190,4.0,4.0,2010
1522,207,15.0,13.0,2010
1522,220,49.0,46.0,2010
1522,227,3.0,3.0,2010
1522,230,60.0,55.0,2010
1522,15172,,,2010
1522,436,98.0,90.0,2010
1522,440,190.0,178.0,2010
1522,493,175.0,163.0,2010
1522,497,329.0,309.0,2010
1522,733,371.0,350.0,2010
1522,808,262.0,246.0,2010
1522,234,46.0,42.0,2010
1522,959,48.0,43.0,2010
1522,65,11.0,9.0,2010
1522,7324,1440.0,1411.0,2010
1522,1400,203.0,186.0,2010
1525,325,72.0,72.0,2010
1525,346,,,2010
1525,458,3345.0,3344.0,2010
1525,461,82.0,81.0,2010
1525,1684,229.0,227.0,2010
1525,1698,,,2010
1525,4879,,,2010
1525,310,54.0,54.0,2010
1525,321,319.0,315.0,2010
1525,681,215.0,212.0,2010
1525,1453,,,2010
1525,10317,,,2010
1525,15183,,,2010
1525,686,477.0,471.0,2010
1525,701,79.0,77.0,2010
1525,1458,,,2010
1528,2548,1691.0,1691.0,2010
1536,917,22.0,22.0,2010
1537,15224,,,2010
1538,1109,642.0,642.0,2010
1538,1118,270.0,270.0,2010
1539,499,314.0,314.0,2010
1539,704,3560.0,3559.0,2010
1539,709,104.0,104.0,2010
1539,1240,,,2010
1539,959,48.0,48.0,2010
1539,56,165.0,163.0,2010
1544,3367,553.0,553.0,2010
1544,8847,,,2010
1544,67,5.0,5.0,2010
1544,172,106.0,105.0,2010
1544,378,27.0,26.0,2010
1544,333,9.0,8.0,2010
1544,490,831.0,826.0,2010
1552,161,347.0,347.0,2010
1552,288,14.0,14.0,2010
1552,455,132.0,131.0,2010
1552,468,540.0,537.0,2010
1552,484,401.0,398.0,2010
1552,646,2568.0,2563.0,2010
1553,14645,,,2010
1553,423,2363.0,2363.0,2010
1553,430,1080.0,1080.0,2010
1553,12022,,,2010
1553,4044,,,2010
1553,39,,,2010
1553,288,105.0,105.0,2010
1553,298,386.0,385.0,2010
1553,528,190.0,189.0,2010
1553,10917,,,2010
1553,15298,,,2010
1553,5437,,,2010
1553,5098,,,2010
1553,15300,,,2010
1553,15292,,,2010
1553,1705,328.0,326.0,2010
1553,5151,,,2010
1553,3616,1010.0,1006.0,2010
1553,377,44.0,44.0,2010
1553,15293,,,2010
1553,15297,,,2010
1556,2006,261.0,261.0,2010
1558,1673,3385.0,3385.0,2010
1559,458,3345.0,3345.0,2010
1559,1045,234.0,234.0,2010
1560,3080,,,2010
1560,8364,3547.0,3547.0,2010
1560,622,2724.0,2724.0,2010
1560,288,175.0,175.0,2010
1560,292,62.0,62.0,2010
1560,3317,,,2010
1560,306,215.0,213.0,2010
1560,889,68.0,67.0,2010
1560,1464,14.0,14.0,2010
1562,89,6.0,6.0,2010
1562,230,60.0,59.0,2010
1562,498,7.0,6.0,2010
1562,1048,91.0,88.0,2010
1562,1632,396.0,392.0,2010
1562,15329,,,2010
1562,220,49.0,47.0,2010
1562,2343,115.0,110.0,2010
1563,701,69.0,69.0,2010
1563,9820,,,2010
1563,15331,,,2010
1564,289,1.0,1.0,2010
1564,523,155.0,154.0,2010
1567,479,699.0,699.0,2010
1567,5487,,,2010
1567,679,361.0,361.0,2010
1568,5749,,,2010
1568,230,60.0,60.0,2010
1568,704,3560.0,3559.0,2010
1568,15356,,,2010
1578,288,14.0,14.0,2010
1578,294,101.0,100.0,2010
1578,300,35.0,34.0,2010
1578,461,82.0,80.0,2010
1578,915,1050.0,1046.0,2010
1580,682,190.0,190.0,2010
1580,468,66.0,66.0,2010
1580,686,180.0,179.0,2010
1583,15444,,,2010
1583,173,17.0,17.0,2010
1583,13711,,,2010
1583,2836,,,2010
1584,190,4.0,4.0,2010
1584,1043,240.0,239.0,2010
1584,1183,,,2010
1584,1184,1100.0,1098.0,2010
1584,1186,334.0,332.0,2010
1584,1194,4699.0,4695.0,2010
1584,1197,936.0,933.0,2010
1584,1246,152.0,151.0,2010
1584,1406,219.0,217.0,2010
1584,1689,3392.0,3385.0,2010
1584,1866,397.0,392.0,2010
1584,2580,1736.0,1728.0,2010
1584,3737,949.0,942.0,2010
1584,4196,2441.0,2431.0,2010
1584,4255,1261.0,1252.0,2010
1584,4262,388.0,383.0,2010
1584,6770,,,2010
1584,15445,,,2010
1584,808,262.0,258.0,2010
1584,704,3560.0,3545.0,2010
1584,716,210.0,208.0,2010
1584,687,353.0,346.0,2010
1584,209,36.0,35.0,2010
1584,230,60.0,58.0,2010
1584,234,46.0,44.0,2010
1584,298,80.0,76.0,2010
1584,316,136.0,131.0,2010
1584,377,28.0,27.0,2010
1584,689,409.0,393.0,2010
1584,412,160.0,152.0,2010
1584,430,242.0,230.0,2010
1584,403,133.0,127.0,2010
1584,486,34.0,32.0,2010
1584,500,110.0,103.0,2010
1584,526,708.0,686.0,2010
1584,536,147.0,137.0,2010
1584,540,74.0,68.0,2010
1584,481,161.0,147.0,2010
1584,15447,,,2010
1584,3333,415.0,390.0,2010
1584,300,35.0,32.0,2010
1584,1180,179.0,163.0,2010
1584,512,113.0,103.0,2010
1584,333,9.0,8.0,2010
1584,3082,4835.0,4795.0,2010
1584,15448,,,2010
1586,707,20.0,20.0,2010
1586,917,22.0,21.0,2010
1587,223,523.0,523.0,2010
1588,2467,4695.0,4695.0,2010
1588,15461,,,2010
1588,356,3076.0,3076.0,2010
1589,830,204.0,204.0,2010
1589,3997,,,2010
1589,8293,,,2010
1589,418,39.0,39.0,2010
1589,687,353.0,351.0,2010
1589,839,1125.0,1122.0,2010
1589,1551,,,2010
1589,15466,,,2010
1589,500,110.0,109.0,2010
1589,1547,679.0,675.0,2010
1589,4002,,,2010
1589,15463,,,2010
1589,15465,,,2010
1589,10675,1141.0,1135.0,2010
1593,314,223.0,223.0,2010
1593,468,540.0,539.0,2010
1595,15472,,,2010
1599,2200,,,2010
1599,5127,,,2010
1604,1145,1970.0,1970.0,2010
1604,15534,,,2010
1604,189,369.0,369.0,2010
1604,4036,1020.0,1019.0,2010
1604,4876,111.0,111.0,2010
1605,55,30.0,30.0,2010
1605,4564,,,2010
1605,4561,,,2010
1605,3128,,,2010
1605,1463,727.0,726.0,2010
1605,1410,1233.0,1231.0,2010
1605,701,79.0,78.0,2010
1605,690,,,2010
1605,689,409.0,407.0,2010
1605,644,4398.0,4393.0,2010
1605,548,1305.0,1300.0,2010
1605,468,540.0,537.0,2010
1605,352,958.0,953.0,2010
1605,328,960.0,954.0,2010
1605,306,125.0,123.0,2010
1605,300,35.0,34.0,2010
1605,295,12.0,12.0,2010
1605,288,14.0,13.0,2010
1605,161,347.0,341.0,2010
1605,89,6.0,6.0,2010
1605,4707,,,2010
1605,5536,,,2010
1607,797,,,2010
1607,523,155.0,155.0,2010
1611,2500,1804.0,1804.0,2010
1613,1401,1601.0,1601.0,2010
1613,1852,662.0,662.0,2010
1616,972,277.0,277.0,2010
1616,257,19.0,19.0,2010
1616,55,30.0,29.0,2010
1616,1464,351.0,348.0,2010
1616,466,297.0,294.0,2010
1616,389,282.0,279.0,2010
1616,292,10.0,10.0,2010
1616,302,64.0,61.0,2010
1616,287,2468.0,2460.0,2010
1616,265,138.0,134.0,2010
1616,67,5.0,5.0,2010
1616,288,14.0,12.0,2010
1616,2067,3467.0,3455.0,2010
1616,316,136.0,130.0,2010
1616,65,11.0,9.0,2010
1616,967,,,2010
1616,4705,,,2010
1617,157,25.0,25.0,2010
1617,554,390.0,389.0,2010
1617,599,21.0,21.0,2010
1617,1709,840.0,837.0,2010
1617,2938,283.0,281.0,2010
1617,5434,,,2010
1617,15582,,,2010
1617,15583,,,2010
1617,15584,,,2010
1617,15592,,,2010
1617,863,208.0,206.0,2010
1617,2861,1268.0,1262.0,2010
1618,5917,,,2010
1620,755,458.0,458.0,2010
1623,5441,1405.0,1405.0,2010
1624,6215,,,2010
1624,15648,,,2010
1624,2540,,,2010
1624,15649,,,2010
1624,15652,,,2010
1624,6296,,,2010
1624,11465,,,2010
1624,12993,,,2010
1624,15659,,,2010
1625,73,1175.0,1175.0,2010
1625,15676,,,2010
1625,1464,351.0,351.0,2010
1625,15672,,,2010
1625,5617,4192.0,4190.0,2010
1625,5985,,,2010
1625,6708,,,2010
1625,15678,,,2010
1625,14395,,,2010
1625,15663,,,2010
1625,15665,,,2010
1625,15667,,,2010
1625,63,194.0,194.0,2010
1625,15675,1328.0,1325.0,2010
1625,15671,3877.0,3873.0,2010
1625,11455,,,2010
1625,1907,,,2010
1625,1800,744.0,742.0,2010
1625,998,127.0,127.0,2010
1625,15666,,,2010
1625,15679,,,2010
1625,8816,,,2010
1627,163,18.0,18.0,2010
1627,959,48.0,47.0,2010
1628,5032,1131.0,1131.0,2010
1628,289,1.0,1.0,2010
1628,292,10.0,9.0,2010
1630,88,514.0,514.0,2010
1630,604,111.0,111.0,2010
1630,854,605.0,603.0,2010
1630,2610,1025.0,1022.0,2010
1630,6348,,,2010
1632,455,132.0,132.0,2010
1632,458,3345.0,3344.0,2010
1632,2080,424.0,423.0,2010
1632,89,6.0,6.0,2010
1635,220,36.0,36.0,2010
1635,1884,790.0,789.0,2010
1635,70,234.0,233.0,2010
1635,9632,,,2010
1635,15751,,,2010
1637,437,353.0,353.0,2010
1637,3681,605.0,604.0,2010
1637,1772,160.0,160.0,2010
1638,6159,4060.0,4060.0,2010
1638,15763,,,2010
1639,163,536.0,536.0,2010
1639,3774,119.0,119.0,2010
1639,3763,1944.0,1942.0,2010
1639,1689,623.0,621.0,2010
1639,1358,12.0,12.0,2010
1639,951,37.0,36.0,2010
1639,917,30.0,29.0,2010
1639,707,65.0,62.0,2010
1639,711,2312.0,2304.0,2010
1639,380,310.0,305.0,2010
1639,227,101.0,97.0,2010
1639,221,1435.0,1426.0,2010
1639,192,480.0,473.0,2010
1639,189,619.0,610.0,2010
1639,7054,839.0,828.0,2010
1639,1464,611.0,602.0,2010
1639,6959,575.0,566.0,2010
1639,732,255.0,249.0,2010
1639,176,294.0,287.0,2010
1639,405,803.0,788.0,2010
1640,917,22.0,22.0,2010
1640,2765,808.0,807.0,2010
1642,15799,,,2010
1649,10735,,,2010
1650,234,8.0,8.0,2010
1650,383,170.0,169.0,2010
1653,1072,145.0,145.0,2010
1653,77,297.0,296.0,2010
1653,689,2426.0,2424.0,2010
1653,173,27.0,27.0,2010
1653,1097,1022.0,1019.0,2010
1656,182,44.0,44.0,2010
1656,203,129.0,128.0,2010
1656,227,3.0,3.0,2010
1656,533,37.0,36.0,2010
1656,703,492.0,488.0,2010
1656,9701,,,2010
1658,1048,4560.0,4560.0,2010
1659,89,6.0,6.0,2010
1659,423,357.0,356.0,2010
1659,15912,,,2010
1661,2977,4776.0,4776.0,2010
1661,298,144.0,144.0,2010
1661,538,101.0,101.0,2010
1661,3461,477.0,475.0,2010
1661,190,6.0,6.0,2010
1661,229,9.0,8.0,2010
1661,2121,277.0,273.0,2010
1661,498,3.0,3.0,2010
1661,1047,22.0,19.0,2010
1661,681,304.0,297.0,2010
1661,1090,151.0,145.0,2010
1661,704,1456.0,1446.0,2010
1661,228,63.0,59.0,2010
1661,1106,186.0,178.0,2010
1661,316,88.0,83.0,2010
1661,3400,125.0,118.0,2010
1661,1470,86.0,81.0,2010
1661,1976,545.0,530.0,2010
1661,403,215.0,203.0,2010
1661,1502,152.0,141.0,2010
1661,9079,538.0,521.0,2010
1661,548,2379.0,2359.0,2010
1661,696,,,2010
1661,1632,881.0,862.0,2010
1662,4710,,,2010
1664,2618,,,2010
1664,1809,,,2010
1664,12661,,,2010
1664,13431,,,2010
1665,15938,,,2010
1667,15957,,,2010
1669,15966,,,2010
1669,4365,188.0,188.0,2010
1669,8420,2492.0,2491.0,2010
1669,1178,,,2010
1671,1369,58.0,58.0,2010
1671,7047,817.0,816.0,2010
1672,1072,733.0,733.0,2010
1672,1075,34.0,34.0,2010
1672,5879,,,2010
1672,5913,,,2010
1674,173,300.0,300.0,2010
1674,72,933.0,932.0,2010
1674,53,329.0,328.0,2010
1678,89,6.0,6.0,2010
1678,679,745.0,744.0,2010
1678,681,215.0,214.0,2010
1678,1045,234.0,232.0,2010
1678,292,10.0,9.0,2010
1679,229,29.0,29.0,2010
1679,959,205.0,204.0,2010
1679,3190,,,2010
1679,4502,,,2010
1679,5079,23.0,23.0,2010
1679,6439,,,2010
1679,11938,,,2010
1679,16011,,,2010
1679,16012,,,2010
1679,16013,,,2010
1679,16015,,,2010
1679,1191,747.0,744.0,2010
1679,16010,,,2010
1679,16021,,,2010
1680,16027,,,2010
1687,475,221.0,221.0,2010
1688,154,8.0,8.0,2010
1688,423,357.0,356.0,2010
1688,697,404.0,402.0,2010
1688,1609,563.0,560.0,2010
1688,12023,,,2010
1688,16051,,,2010
1688,1990,1575.0,1571.0,2010
1689,703,168.0,168.0,2010
1689,6217,671.0,670.0,2010
1689,7741,,,2010
1689,11204,3401.0,3399.0,2010
1689,601,31.0,31.0,2010
1689,1943,3236.0,3233.0,2010
1689,2521,668.0,666.0,2010
1689,2530,,,2010
1689,16053,,,2010
1689,16057,,,2010
1689,16056,,,2010
1695,16090,,,2010
1696,163,18.0,18.0,2010
1696,188,67.0,66.0,2010
1697,9843,,,2010
1699,16112,,,2010
1699,16113,,,2010
1699,16111,,,2010
1699,2247,,,2010
1699,2179,93.0,93.0,2010
1699,288,63.0,63.0,2010
1699,6618,516.0,514.0,2010
1700,13318,4254.0,4254.0,2010
1700,2864,263.0,263.0,2010
1700,11477,95.0,95.0,2010
1700,163,249.0,248.0,2010
1700,8837,2166.0,2163.0,2010
1700,16124,,,2010
1700,3861,,,2010
1700,1098,2090.0,2087.0,2010
1700,2711,4330.0,4324.0,2010
1700,81,237.0,236.0,2010
1700,2716,357.0,353.0,2010
1700,220,391.0,386.0,2010
1700,16133,,,2010
1700,10891,,,2010
1700,610,529.0,523.0,2010
1700,6169,,,2010
1700,162,1843.0,1836.0,2010
1700,4734,1119.0,1112.0,2010
1700,215,3.0,3.0,2010
1700,1835,2219.0,2207.0,2010
1700,609,1852.0,1842.0,2010
1700,604,136.0,134.0,2010
1700,16123,,,2010
1702,1413,8.0,8.0,2010
1702,1372,1.0,1.0,2010
1702,4460,84.0,82.0,2010
1702,6362,20.0,18.0,2010
1702,6165,,,2010
1702,5172,29.0,26.0,2010
1702,863,326.0,321.0,2010
1702,1369,64.0,60.0,2010
1702,1411,293.0,287.0,2010
1702,4251,38.0,34.0,2010
1702,4784,208.0,201.0,2010
1702,1416,313.0,304.0,2010
1702,1425,250.0,242.0,2010
1702,2343,71.0,65.0,2010
1702,2787,44.0,39.0,2010
1702,11501,,,2010
1702,163,12.0,10.0,2010
1702,9347,748.0,733.0,2010
1702,4180,66.0,58.0,2010
1702,2855,68.0,59.0,2010
1702,3308,2580.0,2562.0,2010
1702,212,70.0,60.0,2010
1702,4124,1172.0,1153.0,2010
1702,3888,94.0,81.0,2010
1702,2899,993.0,973.0,2010
1702,1415,47.0,40.0,2010
1702,735,14.0,11.0,2010
1702,730,515.0,494.0,2010
1702,599,40.0,33.0,2010
1702,8546,,,2010
1702,16139,,,2010
1703,230,60.0,60.0,2010
1703,497,329.0,328.0,2010
1703,707,20.0,20.0,2010
